Fold,MAE,MSE,R2,MAPE
1,17324.589846512208,711765322.0995812,0.8691582070286865,9.695527343029235
2,18127.27179206924,1081079553.377276,0.8063207234962146,10.1485393322566
3,18999.55585855587,1226263229.4492626,0.8150090859206623,10.15739486092931
4,17598.492205306615,859607215.3559881,0.8571748356813088,9.52766454929778
5,19825.237976284876,1368888389.0877554,0.7729026064052754,12.604541666440419
Promedio,18375.02953574576,1049520741.8739727,0.8241130917064294,10.426733550390669
