Modelo,R2,MAE,RMSE,MAPE,MAE_normalizado (%),RMSE_normalizado (%),Observaciones_MAPE,Fit_time (s)
Lasso,0.89055494248301,14893.02157642643,29622.305690871257,7.571384618087531,7.852837435275122,15.619338886652837,586,0.08933687210083008
