Fold,MAE,MSE,R2,MAPE
1,16396.663007525854,479076069.4673129,0.911932809940995,10.762650434600603
2,19359.788819204263,905320086.3210148,0.8378086619294263,11.948283512053017
3,17779.03186003011,715457757.6440271,0.8920678844531904,10.683803821924236
4,18063.95657954008,556394220.386526,0.9075541776138233,11.913748380978335
5,19842.237528070287,1504983521.2102818,0.7503245423115679,13.131830237109227
Promedio,18288.335558874118,832246331.0058326,0.8599376152498006,11.688063277333082
