mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_early_stopping,param_l1_ratio,param_max_iter,param_penalty,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.14921412467956544,0.04070988099982979,0.0067580223083496095,0.002934481400157778,0.0001,True,0.5,1000,l1,0.001,"{'alpha': 0.0001, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479076067.9541096,-905320098.8872937,-715457777.9584732,-556394257.5080935,-1504983491.5475564,-832246338.7711053,366709211.77577627,4
0.20286192893981933,0.035845941260948755,0.009601259231567382,0.003398680856125496,0.0001,True,0.5,1000,elasticnet,0.001,"{'alpha': 0.0001, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-479081071.7349253,-905369909.2061145,-715516098.7847782,-556467829.9388899,-1504903808.794769,-832267743.6918955,366666215.2265105,20
0.16738371849060057,0.040684668725491875,0.00943603515625,0.004187534745078979,0.0001,True,0.9,1000,l2,0.001,"{'alpha': 0.0001, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-479086179.1731767,-905419779.5705223,-715574543.5800786,-556541453.7349639,-1504824265.4749918,-832289244.3067467,366623239.9825255,22
0.2695172309875488,0.07968469501190582,0.00931253433227539,0.0037749058058224485,0.0001,True,0.9,1000,l1,0.001,"{'alpha': 0.0001, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479076067.9541096,-905320098.8872937,-715457777.9584732,-556394257.5080935,-1504983491.5475564,-832246338.7711053,366709211.77577627,4
0.2594436168670654,0.07286527701251061,0.009297800064086915,0.004097368633177101,0.0001,True,0.9,1000,elasticnet,0.001,"{'alpha': 0.0001, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-479077060.42246205,-905330056.2057008,-715469432.189402,-556408967.900491,-1504967543.7960253,-832250612.1028162,366700610.74447083,19
0.11416792869567871,0.03513680949183541,0.00863642692565918,0.004119834453790537,0.001,True,0.1,1000,l2,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.1, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-479195566.2548411,-906327634.4412993,-784834866.1522802,-557875666.7057151,-1503415799.6181474,-846329906.6344566,362529091.3907203,28
0.2305278778076172,0.04680029203754503,0.007842063903808594,0.005023884840633042,0.001,True,0.1,1000,l1,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.1, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479076052.7979666,-905320224.5832088,-715457981.0387291,-556394628.734768,-1504983195.3022556,-832246416.4913857,366709042.22536135,7
0.14272103309631348,0.048881507574464494,0.005580091476440429,0.0007284497638991207,0.001,True,0.1,1000,elasticnet,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.1, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-479181795.54811525,-906225847.3755243,-784703690.0565714,-557726670.738971,-1503570079.0852911,-846281616.5608946,362612606.0009835,27
0.0734950065612793,0.006564668909560079,0.005462074279785156,0.00011569828472073278,0.001,True,0.5,1000,l2,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-479195566.2548411,-906327634.4412993,-784834866.1522802,-557875666.7057151,-1503415799.6181474,-846329906.6344566,362529091.3907203,28
0.13384323120117186,0.027097572741163485,0.005945634841918945,0.0011687577705652948,0.001,True,0.5,1000,l1,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479076052.7979666,-905320224.5832088,-715457981.0387291,-556394628.734768,-1504983195.3022556,-832246416.4913857,366709042.22536135,7
0.1339181423187256,0.01681308361455842,0.005385160446166992,4.1783017540481975e-05,0.001,True,0.5,1000,elasticnet,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-479130726.91409403,-905821004.2909334,-750044400.9218506,-557132653.4789659,-1504192629.8992512,-839264283.1010189,364366333.68424237,26
0.07406606674194335,0.006757509042761249,0.005484962463378906,0.00019401651407309101,0.001,True,0.9,1000,l2,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-479195566.2548411,-906327634.4412993,-784834866.1522802,-557875666.7057151,-1503415799.6181474,-846329906.6344566,362529091.3907203,28
0.13460254669189453,0.02932537023901686,0.00550227165222168,0.00010819007449820377,0.001,True,0.9,1000,l1,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479076052.7979666,-905320224.5832088,-715457981.0387291,-556394628.734768,-1504983195.3022556,-832246416.4913857,366709042.22536135,7
0.14325881004333496,0.029727494469381825,0.006685018539428711,0.002355021279292236,0.001,True,0.9,1000,elasticnet,0.001,"{'alpha': 0.001, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-479086164.15540904,-905419906.4956127,-715574746.7096525,-556541824.4789774,-1504823972.6616786,-832289322.900266,366623071.8094538,25
0.04113073348999023,0.001715172503005227,0.005651283264160156,0.0005008083675958403,0.01,True,0.1,1000,l2,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.1, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-588983302.711667,-934653380.2599653,-854348248.6644491,-599464832.2924013,-1422752209.431899,-880040394.6720765,303847216.68177956,33
0.13593616485595703,0.02825949281701824,0.00552058219909668,7.159309379178314e-05,0.01,True,0.1,1000,l1,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.1, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479075903.7409101,-905321477.4364476,-715460015.279806,-556398335.6331072,-1504980239.2256646,-832247194.2631872,366707349.0066315,11
0.06975226402282715,0.011739415087238253,0.005299043655395508,0.0001647104465127807,0.01,True,0.1,1000,elasticnet,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.1, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-588450062.3917366,-934079419.8041086,-853036647.2440891,-598402820.4967331,-1508345835.3294125,-896462957.053216,335086044.9684239,36
0.04055495262145996,0.003051707704698943,0.005426454544067383,8.049251340385303e-05,0.01,True,0.5,1000,l2,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-588983302.711667,-934653380.2599653,-854348248.6644491,-599464832.2924013,-1422752209.431899,-880040394.6720765,303847216.68177956,33
0.14547877311706542,0.030426547232213184,0.005454540252685547,5.838266892838959e-05,0.01,True,0.5,1000,l1,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479075903.7409101,-905321477.4364476,-715460015.279806,-556398335.6331072,-1504980239.2256646,-832247194.2631872,366707349.0066315,11
0.07755680084228515,0.011493456791130383,0.00545797348022461,0.00014508953571277573,0.01,True,0.5,1000,elasticnet,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.5, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-554815132.8657743,-881149189.6380068,-847855593.5659609,-556300050.7269403,-1511295327.8242114,-870283058.9241787,349177071.0363525,32
0.04073023796081543,0.0028994830058160833,0.005367136001586914,0.00011271905967530824,0.01,True,0.9,1000,l2,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'l2', 'tol': 0.001}",-588983302.711667,-934653380.2599653,-854348248.6644491,-599464832.2924013,-1422752209.431899,-880040394.6720765,303847216.68177956,33
0.13265137672424315,0.026622287117511866,0.005293416976928711,0.00014578849874546568,0.01,True,0.9,1000,l1,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.001}",-479075903.7409101,-905321477.4364476,-715460015.279806,-556398335.6331072,-1504980239.2256646,-832247194.2631872,366707349.0066315,11
0.11719036102294922,0.02657652814922619,0.004813957214355469,0.0013323635662008926,0.01,True,0.9,1000,elasticnet,0.001,"{'alpha': 0.01, 'early_stopping': True, 'l1_ratio': 0.9, 'max_iter': 1000, 'penalty': 'elasticnet', 'tol': 0.001}",-479195424.84070915,-906328512.6817139,-784840751.868973,-557879560.0250263,-1503413153.7610583,-846331480.6354961,362527370.74723136,31
