Fold,MAE,MSE,R2,MAPE
1,13228.169376506918,334813842.578191,0.9384521244371378,8.428416611017875
2,14606.642473505724,725290680.6899713,0.8700615751614821,8.645619522948254
3,15068.720845266413,848055646.3629893,0.8720645083019477,8.417623535442521
4,13279.990972467373,370544119.6386387,0.9384334800484471,8.071937574600877
5,15991.361162603891,1289079143.296403,0.7861428908933741,10.5565345345758
Promedio,14434.976966070064,713556686.5132387,0.8810309157684777,8.824026355717066
