Modelo,R2,MAE,RMSE,MAPE,MAE_normalizado (%),RMSE_normalizado (%),Observaciones_MAPE,Fit_time (s)
ElasticNet,0.8879153868166563,15087.108766149167,29977.387453123963,7.67170108992285,7.9551763153566855,15.806567471590574,586,0.0829617977142334
